"","V1"
"1143",0
"1144",0
"1145",0
"1146",3.66666666666667
"1147",0
"1148",7.68
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",0
"1156",0
"1157",84.2
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",99.25
"1164",2.13333333333333
"1165",0
"1166",0
"1167",0
"1168",0
"1169",100
"1170",27.92
"1171",0
"1172",0
"1173",0
"1174",0
"1175",0
"1176",0
"1177",0
"1178",0
"1179",0
"1180",22.2222222222222
"1181",0
"1182",0
"1183",0
"1184",0
"1185",3.8
"1186",0
"1187",0
"1188",1.83333333333333
"1189",0
"1190",5.05555555555556
"1191",0
"1192",0
"1193",0
"1194",0
"1195",0
"1196",0
"1197",0
"1198",0
"1199",22
"1200",0
"1201",0
"1202",0
"1203",0
"1204",100
"1205",10.8095238095238
"1206",0
"1207",96.76
"1208",0
"1209",100
"1210",0
"1211",0
"1212",0
"1213",0
"1214",100
"1215",0
"1216",0
"1217",30.28
"1218",99.6
"1219",0
"1220",93.56
"1221",0
"1222",0
"1223",0
"1224",0
"1225",0
"1226",74.3333333333333
"1227",0
"1228",21.32
"1229",0
"1230",0
"1231",0
"1232",5.76666666666667
"1233",0
"1234",0
"1235",23.3
"1236",0
"1237",0
"1238",0
"1239",97.3055555555556
"1240",0
"1241",75.32
"1242",0
"1243",99.6111111111111
"1244",0
"1245",0
"1246",0
"1247",0
"1248",0
"1249",0
"1250",0
"1251",21.5555555555556
"1252",0
"1253",0
"1254",0
"1255",0
"1256",0
"1257",38.6666666666667
"1258",26.76
"1259",96.6
"1260",0
"1261",0
"1262",0
"1263",0
"1264",0
"1265",0
"1266",0
"1267",0
"1268",0
"1269",0
"1270",0
"1271",0
"1272",0
"1273",7.19354838709677
"1274",0
"1275",0
"1276",0.0294117647058824
"1277",3.36
"1278",0
"1279",0
"1280",10.12
"1281",0
"1282",9.28125
"1283",0
"1284",0
"1285",0
"1286",0
"1287",0
"1288",0
"1289",0
"1290",0
"1291",0
"1292",1.92307692307692
"1293",0
"1294",0
"1295",0
"1296",0
"1297",0
"1298",0
"1299",0
"1300",0
"1301",0
